timestamp,x,y,mouse_click,active_window_title
2023-10-06 11:55:20.042763,3256,440,,Anaconda Powershell Prompt
2023-10-06 11:55:20.058428,3275,416,,Anaconda Powershell Prompt
2023-10-06 11:55:20.073540,3301,386,,Anaconda Powershell Prompt
2023-10-06 11:55:20.089199,3316,370,,Anaconda Powershell Prompt
2023-10-06 11:55:20.104325,3343,349,,Anaconda Powershell Prompt
2023-10-06 11:55:20.119640,3370,329,,Anaconda Powershell Prompt
2023-10-06 11:55:20.135335,3408,311,,Anaconda Powershell Prompt
2023-10-06 11:55:20.151256,3443,298,,Anaconda Powershell Prompt
2023-10-06 11:55:20.167107,3480,289,,Anaconda Powershell Prompt
2023-10-06 11:55:20.182247,3514,284,,Anaconda Powershell Prompt
2023-10-06 11:55:20.197396,3559,279,,Anaconda Powershell Prompt
2023-10-06 11:55:20.213588,3596,279,,Anaconda Powershell Prompt
2023-10-06 11:55:20.229005,3649,279,,Anaconda Powershell Prompt
2023-10-06 11:55:20.244590,3715,281,,Anaconda Powershell Prompt
2023-10-06 11:55:20.260672,3806,298,,Anaconda Powershell Prompt
2023-10-06 11:55:20.276515,3878,314,,Anaconda Powershell Prompt
2023-10-06 11:55:20.292277,3946,336,,Anaconda Powershell Prompt
2023-10-06 11:55:20.307588,3978,348,,Anaconda Powershell Prompt
2023-10-06 11:55:20.323341,4048,380,,Anaconda Powershell Prompt
2023-10-06 11:55:20.338930,4108,416,,Anaconda Powershell Prompt
2023-10-06 11:55:20.354497,4146,439,,Anaconda Powershell Prompt
2023-10-06 11:55:20.369934,4178,460,,Anaconda Powershell Prompt
2023-10-06 11:55:20.385327,4233,499,,Anaconda Powershell Prompt
2023-10-06 11:55:20.401072,4255,520,,Anaconda Powershell Prompt
2023-10-06 11:55:20.416578,4264,539,,Anaconda Powershell Prompt
2023-10-06 11:55:20.432199,4268,558,,Anaconda Powershell Prompt
2023-10-06 11:55:20.447646,4268,584,,Anaconda Powershell Prompt
2023-10-06 11:55:20.463549,4266,603,,Anaconda Powershell Prompt
2023-10-06 11:55:20.479560,4256,625,,Anaconda Powershell Prompt
2023-10-06 11:55:20.495510,4245,641,,Anaconda Powershell Prompt
2023-10-06 11:55:20.511617,4225,659,,Anaconda Powershell Prompt
2023-10-06 11:55:20.527678,4209,669,,Anaconda Powershell Prompt
2023-10-06 11:55:20.543208,4178,681,,Anaconda Powershell Prompt
2023-10-06 11:55:20.559181,4145,691,,Anaconda Powershell Prompt
2023-10-06 11:55:20.574671,4089,703,,Anaconda Powershell Prompt
2023-10-06 11:55:20.589893,4008,713,,Anaconda Powershell Prompt
2023-10-06 11:55:20.605656,3901,729,,Anaconda Powershell Prompt
2023-10-06 11:55:20.621686,3824,736,,Anaconda Powershell Prompt
2023-10-06 11:55:20.636927,3728,744,,Anaconda Powershell Prompt
2023-10-06 11:55:20.652170,3625,748,,Anaconda Powershell Prompt
2023-10-06 11:55:20.668420,3506,748,,Anaconda Powershell Prompt
2023-10-06 11:55:20.683011,3374,748,,Anaconda Powershell Prompt
2023-10-06 11:55:20.698726,3243,748,,Anaconda Powershell Prompt
2023-10-06 11:55:20.713890,3110,748,,Anaconda Powershell Prompt
2023-10-06 11:55:20.728807,2971,744,,Anaconda Powershell Prompt
2023-10-06 11:55:20.744679,2814,731,,Anaconda Powershell Prompt
2023-10-06 11:55:20.760122,2659,711,,Anaconda Powershell Prompt
2023-10-06 11:55:20.775682,2506,690,,Anaconda Powershell Prompt
2023-10-06 11:55:20.791145,1895,541,,Anaconda Powershell Prompt
2023-10-06 11:55:20.806730,1757,526,,Anaconda Powershell Prompt
2023-10-06 11:55:20.822250,1629,516,,Anaconda Powershell Prompt
2023-10-06 11:55:20.838285,1543,512,,Anaconda Powershell Prompt
2023-10-06 11:55:20.853602,1448,512,,Anaconda Powershell Prompt
2023-10-06 11:55:20.868997,1400,512,,Anaconda Powershell Prompt
2023-10-06 11:55:20.884153,1349,512,,Anaconda Powershell Prompt
2023-10-06 11:55:20.899609,1311,513,,Anaconda Powershell Prompt
2023-10-06 11:55:20.915686,1271,516,,Anaconda Powershell Prompt
2023-10-06 11:55:20.930940,1243,518,,Anaconda Powershell Prompt
2023-10-06 11:55:20.946077,1217,521,,Anaconda Powershell Prompt
2023-10-06 11:55:20.961283,1197,522,,Anaconda Powershell Prompt
2023-10-06 11:55:20.976750,1178,523,,Anaconda Powershell Prompt
2023-10-06 11:55:20.991897,1160,523,,Anaconda Powershell Prompt
2023-10-06 11:55:21.007554,1148,523,,Anaconda Powershell Prompt
2023-10-06 11:55:21.022343,1135,523,,Anaconda Powershell Prompt
2023-10-06 11:55:21.038269,1126,523,,Anaconda Powershell Prompt
2023-10-06 11:55:21.053314,1116,523,,Anaconda Powershell Prompt
2023-10-06 11:55:21.068925,1109,522,,Anaconda Powershell Prompt
2023-10-06 11:55:21.084387,1096,516,,Anaconda Powershell Prompt
2023-10-06 11:55:21.099973,1083,510,,Anaconda Powershell Prompt
2023-10-06 11:55:21.115814,1069,502,,Anaconda Powershell Prompt
2023-10-06 11:55:21.131935,1053,490,,Anaconda Powershell Prompt
2023-10-06 11:55:21.147752,1036,479,,Anaconda Powershell Prompt
2023-10-06 11:55:21.163160,1004,459,,Anaconda Powershell Prompt
2023-10-06 11:55:21.178764,970,441,,Anaconda Powershell Prompt
2023-10-06 11:55:21.194737,936,423,,Anaconda Powershell Prompt
2023-10-06 11:55:21.209880,886,400,,Anaconda Powershell Prompt
2023-10-06 11:55:21.225357,845,380,,Anaconda Powershell Prompt
2023-10-06 11:55:21.240824,812,365,,Anaconda Powershell Prompt
2023-10-06 11:55:21.256513,776,352,,Anaconda Powershell Prompt
2023-10-06 11:55:21.272192,739,341,,Anaconda Powershell Prompt
2023-10-06 11:55:21.287477,702,332,,Anaconda Powershell Prompt
2023-10-06 11:55:21.302839,675,326,,Anaconda Powershell Prompt
2023-10-06 11:55:21.319166,651,324,,Anaconda Powershell Prompt
2023-10-06 11:55:21.334342,616,321,,Anaconda Powershell Prompt
2023-10-06 11:55:21.349683,598,321,,Anaconda Powershell Prompt
2023-10-06 11:55:21.364683,568,321,,Anaconda Powershell Prompt
2023-10-06 11:55:21.380157,548,321,,Anaconda Powershell Prompt
2023-10-06 11:55:21.395994,523,323,,Anaconda Powershell Prompt
2023-10-06 11:55:21.411568,504,325,,Anaconda Powershell Prompt
2023-10-06 11:55:21.427158,476,332,,Anaconda Powershell Prompt
2023-10-06 11:55:21.442652,437,348,,Anaconda Powershell Prompt
2023-10-06 11:55:21.457888,404,365,,Anaconda Powershell Prompt
2023-10-06 11:55:21.472847,354,393,,Anaconda Powershell Prompt
2023-10-06 11:55:21.488248,281,432,,Anaconda Powershell Prompt
